journal,issue,year,author.s.lastnames,title,link,variable,variety,language,variation.type,social.significance,production,production.details,perception,perception.details,metalinguistic.behaviors,metalinguistic.behaviors.details,overt.prestige.or.stigma,overt.prestige.or.stigma.details,data.source,coder.notes
LVC,6(3),1994,King,Subject-verb agreement in Newfoundland French,https://doi.org/10.1017/S0954394500001678,subject-verb agreement,L'Anse-à-Canards Newfoundland French,French,omission,null,null,no effects of age or sex,not analyzed,NA,not analyzed,NA,not mentioned,NA,interviews,NA
LVC,7(1),1995,Ravid,Neutralization of gender distinctions in Modern Hebrew numerals,https://doi.org/10.1017/S0954394500000909,neutralization of gender distinctions in numerals,Modern Hebrew,Hebrew,form,x,x,"age (in interaction with situation, monitored vs. unmonitored), reflecting change",not analyzed,NA,not analyzed,NA,x,"mention that older speakers find younger speakers' usage ""jarring"" and that there are prescriptive rules concerning gender agreement","reading task, elicitation task",NA
LVC,7(1),1995,Nadasdi,"Subject NP doubling, matching, and minority French ",https://doi.org/10.1017/S0954394500000879,subject NP doubling,Ontario French,French,omission,x,x,"level of French language maintenance: less French use = fewer doubled subjects, probably bc French has been learned in school, thus doesn't retain non-standard variants like this one; social class in majority-French community (lower = more doubling)",not analyzed,NA,not analyzed,NA,not mentioned,NA,speech,NA
LVC,7(2),1995,Pintzuk,Variation and change in Old English clause structure,https://doi.org/10.1017/S0954394500001009,INFL-medial vs. INFL-final structure,Old English,English,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,texts,NA
LVC,8(1),1996,Culy,Null objects in English recipes,https://doi.org/10.1017/S0954394500001083,null direct objects,English,English,omission,x,x,style (the particular cookbook the recipe is in),not analyzed,NA,not analyzed,NA,not mentioned,NA,recipes,NA
LVC,8(1),1996,Naro & Scherre,Disfluencies in the analysis of speech data,https://doi.org/10.1017/S0954394500001046,subject-verb agreement in third-person plural,Brazilian Portuguese,Portuguese,omission,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,8(2),1996,Ball,A diachronic study of relative markers in spoken and written English,https://doi.org/10.1017/S0954394500001150,choice of relative markers in restrictive relative clauses with relativized subjects,American English,English,"form, omission",x,x,social class,not analyzed,NA,not analyzed,NA,x,"Change in attitude in 17th c. which labels that when used with human referents 'not proper', and who with human referents 'proper'. Further metalinguistic commentary from 20th c. calls that relativizer for human referents ''impolite''","Watergate hearings, interviews, elicited atlas data",NA
LVC,8(2),1996,Ball,A diachronic study of relative markers in spoken and written English,https://doi.org/10.1017/S0954394500001150,choice of relative markers in restrictive relative clauses with relativized subjects,Early Modern English,English,"form, omission",x,x,register (literary texts vs. spoken usage),not analyzed,NA,x,explicit comments in 17th c. about prescriptive uses of that/who,x,"Change in attitude in 17th c. which labels that when used with human referents 'not proper', and who with human referents 'proper'. Further metalinguistic commentary from 20th c. calls that relativizer for human referents ''impolite''",prose and spoken data,NA
LVC,8(2),1996,Flanigan & Inal,Object relative pronoun use in native and non-native English: A variable rule analysis,https://doi.org/10.1017/S0954394500001149,object relative pronoun use (WH vs. that vs. zero),Standard American English (native),English,"form, omission",x,x,Mode of use: Prefer that in writing and zero for oral use,not analyzed,NA,x,preference task asks participants to choose preferred pronoun in speech and in writing; speech and writing choices diverge,x,"""a number of our subject […] report strict prescriptive grammar teaching in their home countries concerning the propriety as well as the correctness of WH forms specified for human or non-human antecedents""","forced-choice preference task, production task",NA
LVC,8(2),1996,Flanigan & Inal,Object relative pronoun use in native and non-native English: A variable rule analysis,https://doi.org/10.1017/S0954394500001149,object relative pronoun use (WH vs. that vs. zero),Standard American English (non-native),English,"form, omission",x,x,Length of residence: Accommodate to native speaker preferences the longer they are in an English-speaking environment.,not analyzed,NA,x,preference task asks participants to choose preferred pronoun in speech and in writing; speech and writing choices diverge,x,"""a number of our subject […] report strict prescriptive grammar teaching in their home countries concerning the propriety as well as the correctness of WH forms specified for human or non-human antecedents""","forced-choice preference task, production task",NA
LVC,9(1),1997,Wasow,Remarks on grammatical weight,https://doi.org/10.1017/S0954394500001800,heavy NP shift,English,English,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,spoken corpora,NA
LVC,9(1),1997,Wasow,Remarks on grammatical weight,https://doi.org/10.1017/S0954394500001800,dative alternation,English,English,"omission, order",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,spoken corpora,NA
LVC,9(1),1997,Wasow,Remarks on grammatical weight,https://doi.org/10.1017/S0954394500001800,particle movement,English,English,order,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,spoken corpora,NA
LVC,9(1),1997,Blake,"Defining the envelope of linguistic variation: The case of ""don't count"" forms in the copula analysis of AAVE",https://doi.org/10.1017/S0954394500001794,copula (full vs. contracted vs. deleted),East Palo Alto African American English,English,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,conversational interviews,NA
LVC,9(1),1997,Blake,"Defining the envelope of linguistic variation: The case of ""don't count"" forms in the copula analysis of AAVE",https://doi.org/10.1017/S0954394500001794,negated copula (full vs. contracted vs. deleted; not vs. -n't; ain't),East Palo Alto African American English,English,"form, omission",not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,conversational interviews,NA
LVC,9(1),1997,Yaeger-Dror,Contraction of negatives as evidence of variance in register-specific interactive rules,https://doi.org/10.1017/S0954394500001770,negative contraction,Standard American and Canadian English,English,form,x,x,"style (less planned vs. more planned language), register (prose vs. dialogue, information vs. interaction), interactional intent (to do with face work)",not analyzed,NA,not analyzed,NA,not mentioned,NA,"written prose, read prose, political debates, conversations",NA
LVC,9(2),1997,Howe,Negation and the history of African American English,https://doi.org/10.1017/S0954394500001903,negation with ain't,Early African American English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,historical corpus,"the paper looks at some other structures, but not in a variationist way (does not oppose them to alternative structures and calculate rates)"
LVC,9(2),1997,Howe,Negation and the history of African American English,https://doi.org/10.1017/S0954394500001903,negative concord with indefinites in the same clause,Early African American English,English,form,not analyzed,not analyzed,NA,not analyzed,NA,not analyzed,NA,not mentioned,NA,historical corpus,"the paper looks at some other structures, but not in a variationist way (does not oppose them to alternative structures and calculate rates)"
LVC,9(2),1997,Tottie & Rey,Relativization strategies in Earlier African American Vernacular English ,https://doi.org/10.1017/S0954394500001885,relative markers,Early African American English,English,"form, omission",x,x,sex: men prefer zero,not analyzed,NA,not analyzed,NA,not mentioned,NA,narratives,NA
LVC,9(3),1997,Bayley & Pease-Alvarez,Null pronoun variation in Mexican-descent children's narrative discourse,https://doi.org/10.1017/S0954394500001964,null subject pronoun variation,California Mexican-descent Spanish,Spanish,omission,x,x,Gender: females favored and males disfavored overt pronouns. Immigrant group: Children with greatest exposure to English were less likely to use choose overt pronoun than children who used Spanish in most home interactions. No effect of mode of communication (speaking vs writing). ,not analyzed,NA,not analyzed,NA,not mentioned,NA,"interviews, written elicitation",NA
LVC,10(1),1998,Cornips,"Syntactic variation, parameters, and social distribution",https://doi.org/10.1017/S0954394500001198,dative inalienable possession construction (dative vs. possessive pronoun for possessors),Heerlen Dutch,Dutch,form,x,x,"age, family language background",not analyzed,NA,not analyzed,NA,not mentioned,NA,spontaneous speech,NA
LVC,10(1),1998,Cornips,"Syntactic variation, parameters, and social distribution",https://doi.org/10.1017/S0954394500001198,dative benefactives (dative NP/pronoun vs. voor PP),Heerlen Dutch,Dutch,"form, omission, order",x,x,education/occupation,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,10(2),1998,Tagliamonte,Was/were variation across the generations: View from the city of York,https://doi.org/10.1017/S0954394500001277,"was/were variation, standard was contexts",York English,English,form,x,x,"sex, education, age (change in progress)",not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,10(2),1998,Tagliamonte,Was/were variation across the generations: View from the city of York,https://doi.org/10.1017/S0954394500001277,"was/were variation, non-existential standard were contexts",York English,English,form,x,x,age,not analyzed,NA,not analyzed,NA,not mentioned,NA,sociolinguistic interviews,NA
LVC,10(2),1998,Tagliamonte,Was/were variation across the generations: View from the city of York,https://doi.org/10.1017/S0954394500001277,"was/were variation, existential contexts",York English,English,form,x,x,"sex, age (possibly change in progress), education (in interaction with sex)",not analyzed,NA,not analyzed,NA,null,"""this suggests that nonstandard was in existential constructions is not stigmatized in this community""",sociolinguistic interviews,NA
LVC,10(2),1998,Arnaud,The development of the progressive in 19th century English: A quantitative survey,https://doi.org/10.1017/S0954394500001265,progressive (be + -ing) for simple present,19th century British English,English,"form, omission",x,x,"gender, writer/recipient relationship, age (change in progress and lifespan change)",not analyzed,NA,not analyzed,NA,null,"""Apart from a few stereotypes, it was a change from below. It was usually unconscious even for people who, as writers, were sensitive to language.""",private letters of literary people and their circle,NA
LVC,10(3),1998,Takano,A quantitative study of gender differences in the ellipsis of the Japanese postpositional particles -wa and -ga: Gender composition as a constraint on variability,https://doi.org/10.1017/S0954394500001344,ellipsis of postpositional particles -wa and -ga,Japanese,Japanese,omission,x,x,gender of speaker + gender composition of dyad,not analyzed,NA,not analyzed,NA,not mentioned,NA,group and dyadic conversations,NA
